Attack,Defense,Sp.Atk,Sp.Def,Speed,HP,Legendary
-3,98,-3,63,10,-85,0
-64,-17,-66,-1,14,8,0
-5,0,-15,15,5,2,0
29,-28,-51,-41,30,-11,0
90,15,30,75,-20,39,0
56,-15,26,-15,35,-17,0
38,30,25,30,54,23,0
60,99,35,42,23,51,1
75,0,-50,10,15,-10,0
0,5,-45,-65,-25,25,0
51,4,51,11,24,69,1
5,95,-40,30,30,-45,1
60,0,5,0,10,13,0
-10,-25,20,10,30,-25,0
-13,45,-13,45,7,11,0
-47,0,18,-3,21,21,0
30,-43,-15,-3,10,12,0
45,65,60,-25,15,-185,0
135,40,0,60,90,18,0
12,10,40,45,33,5,0
-53,-70,-50,-50,16,-65,0
15,-50,65,70,70,30,1
22,42,5,35,16,35,0
64,40,-12,10,12,-1,0
-35,-80,-5,-40,15,3,0
20,90,15,-15,20,0,0
26,-20,77,12,31,54,1
-50,-75,0,-10,10,-20,0
21,50,91,70,44,45,0
37,0,58,55,5,45,0
115,55,85,35,45,67,1
-10,15,45,40,43,2,0
-45,-39,45,-60,9,-25,0
78,42,45,104,35,56,1
-5,8,-25,13,50,5,0
4,-37,-26,-47,28,-7,0
15,43,37,25,20,-50,0
-34,0,105,25,80,-6,0
140,5,114,50,95,56,1
-5,0,24,40,7,10,0
-30,25,-20,20,30,-3,0
45,10,35,0,21,9,1
-10,-132,-68,-23,22,-29,0
45,29,40,24,20,63,0
30,29,0,34,40,-55,0
60,60,35,-15,60,-35,0
6,75,-4,105,58,15,1
21,15,81,65,25,6,0
-55,-45,32,-25,15,-80,0
30,7,37,-53,45,-8,0
63,55,80,55,49,25,0
-4,0,-26,-15,-29,-11,0
2,-59,37,9,58,96,0
19,37,-1,5,9,10,0
30,-26,-30,-31,15,-10,0
15,40,30,35,25,20,0
-40,50,50,15,5,-25,0
-33,-60,-70,-50,37,-14,0
30,-5,-3,-5,20,5,0
75,25,50,20,-55,35,0
40,-100,60,-70,35,15,0
-5,28,43,24,12,22,0
-47,23,5,23,-35,-24,0
49,146,50,0,50,15,0
20,25,50,25,105,15,0
60,10,30,0,70,25,1
21,-65,-65,0,42,-15,0
-15,-45,45,15,0,5,0
0,-5,-5,0,19,-9,0
30,-10,-65,-20,30,5,0
-45,-10,-35,5,10,-20,0
62,35,114,70,28,71,0
-2,107,-10,100,-5,21,0
-28,16,15,-10,9,5,0
22,-21,12,-18,30,-27,0
35,-7,25,35,23,-7,0
35,-70,55,-70,8,42,1
-20,10,-5,15,5,0,0
50,16,10,16,65,25,0
-10,5,17,7,20,-4,0
95,70,0,70,35,70,1
-30,0,27,18,15,0,0
-49,-25,40,-5,19,-15,0
-34,-35,-64,15,13,5,0
15,-18,-29,-34,35,-30,0
-30,0,-50,-40,0,5,0
72,13,16,24,5,47,0
-1,37,26,37,75,1,0
-15,-33,65,37,16,-15,0
-75,-5,-10,50,10,-40,0
37,32,-18,-1,17,-27,0
-20,5,-5,-50,40,-90,0
-73,-35,13,-15,37,-12,0
55,12,85,40,23,45,0
-27,8,-17,8,15,6,0
75,29,-30,60,31,5,0
32,-55,5,-55,40,30,0
30,-10,45,10,120,10,0
20,-75,-20,-95,35,-15,1
60,59,-5,-16,-60,27,0
30,-10,10,-10,35,-10,0
80,85,60,35,5,45,1
29,9,45,25,25,-5,0
41,40,36,21,35,14,0
106,53,21,69,15,46,0
-5,-9,-10,-24,18,0,0
-5,15,-10,10,30,122,0
55,-32,90,-32,-15,-20,0
53,-45,-20,0,20,55,0
35,40,-10,5,35,-30,1
115,5,5,30,60,60,0
40,-42,-45,-32,44,30,0
57,-60,35,15,2,1,1
-20,42,-20,-5,27,-3,0
-5,-72,-8,-5,21,-20,0
-40,-70,40,70,0,0,0
60,39,36,-21,85,21,0
-5,-10,-45,-10,2,-12,0
-5,5,10,25,70,-25,1
4,13,55,20,25,13,0
45,-29,20,-9,48,40,0
-20,18,-18,-5,16,-20,0
30,32,15,32,37,28,0
52,67,1,38,4,22,0
46,54,41,19,-23,69,0
25,52,65,52,26,20,0
-5,60,15,30,15,10,1
-25,0,1,-5,8,-20,0
-40,21,-15,41,35,0,0
20,-25,-10,-15,45,20,0
41,42,10,30,27,41,0
-1,-52,20,-65,15,-37,0
70,24,30,24,45,45,0
-70,-15,70,5,50,-25,0
106,44,-1,31,90,20,0
-10,-10,-2,-20,30,-39,0
36,13,59,21,57,34,0
10,-9,-35,-14,60,13,0
44,-48,79,-11,50,-25,0
24,30,75,20,1,37,0
-65,-35,22,-18,11,-34,0
18,-10,1,20,2,-11,1
35,10,-15,15,15,35,0
71,39,-11,41,66,-10,0
49,43,-1,41,18,45,0
39,-15,-30,-5,-29,15,0
25,0,40,0,50,0,0
-72,-8,33,-9,9,-56,0
-15,-45,15,-20,25,-60,1
95,-5,20,-25,45,-5,0
20,-28,-25,-30,13,-25,0
40,57,80,82,51,5,0
95,49,35,95,51,35,0
84,-20,106,-5,14,6,0
94,45,20,30,85,42,0
65,30,-27,22,15,35,0
63,0,5,0,35,40,0
85,-35,-5,-35,8,37,0
45,-36,11,-11,105,11,0
-22,-8,-22,-8,16,2,0
55,15,95,35,10,40,1
-10,-65,-35,-15,40,0,0
60,-36,90,-26,45,22,1
-85,35,-139,-25,-60,4,1
8,-3,-1,-9,16,16,0
20,70,35,20,20,15,0
-95,-65,5,60,10,0,0
-10,50,-40,5,20,-5,0
-20,-30,-62,-50,5,-20,0
165,75,20,65,55,30,0
35,15,3,12,80,20,0
-40,-8,-20,-8,0,-20,0
-36,-37,-2,-17,28,-25,0
85,65,-25,5,60,-10,1
44,25,7,7,58,39,0
8,-5,-15,-5,0,30,0
-24,-10,-32,-8,4,-42,0
67,36,4,21,8,61,0
99,42,78,44,43,57,0
-55,65,55,65,20,55,0
42,66,15,10,64,10,0
45,60,67,93,14,35,0
60,-40,-40,-30,45,45,0
-45,-31,-70,-36,2,-25,0
-106,-70,8,-40,26,-28,0
-25,24,5,24,15,-17,0
95,20,105,30,71,9,1
21,16,22,10,59,48,1
30,-5,30,-25,25,-60,0
30,-105,75,40,-40,40,0
-25,-55,-60,-30,-75,-5,0
80,90,50,40,50,50,1
49,10,-8,10,28,11,1
-5,39,65,49,12,13,0
40,45,30,55,35,10,0
0,60,0,-41,-45,-26,0
-20,-35,15,0,25,-40,0
55,31,-5,11,45,35,0
20,40,65,50,35,35,0
15,20,-5,15,10,-75,0
-11,77,-51,-3,2,-39,0
50,-20,0,-45,5,25,0
17,35,88,15,40,5,1
80,-100,80,-100,60,-100,1
-28,15,-26,5,21,-15,0
-51,-37,50,-25,18,-36,0
-5,65,105,50,5,70,0
40,96,30,110,40,16,1
10,-18,0,-30,25,-57,0
8,-5,8,-10,20,-5,0
-19,7,20,55,10,-18,0
27,31,25,35,39,35,0
42,-10,-19,-13,19,-9,0
4,44,75,90,9,65,0
42,31,74,-4,48,41,0
-10,-43,7,2,30,-1,0
28,-8,27,49,48,31,1
-19,-12,40,25,24,20,0
145,25,45,5,-17,42,0
-36,-27,-28,-5,10,-37,0
-10,5,-35,-20,2,-17,0
-19,-45,37,19,56,-14,0
-10,-10,25,-15,20,-20,0
-15,-17,20,8,42,-5,0
5,-1,0,9,15,5,0
-25,-15,95,25,50,-5,0
-43,2,-22,-57,21,-81,0
40,0,110,50,89,21,0
74,40,25,50,5,39,0
25,5,25,5,30,20,0
107,112,49,54,43,5,0
28,53,30,15,4,-5,0
-10,30,95,50,53,12,1
-95,-60,-59,-80,-27,-50,0
40,34,25,65,6,60,0
65,-52,136,45,41,51,1
45,20,-25,-10,5,-15,0
70,45,5,-20,35,30,0
-25,135,85,35,20,50,0
87,-30,85,-30,92,-9,1
50,50,120,110,40,50,1
50,-28,55,35,45,42,0
-60,-60,-20,-30,5,-67,0
35,5,38,-3,30,15,0
20,40,39,40,19,11,0
0,31,65,0,45,-12,0
-7,40,25,40,12,6,1
26,12,-2,19,15,12,0
-75,-35,-15,-35,15,-32,0
89,80,-5,-20,-25,67,0
-65,-20,-88,-70,-10,-40,1
25,65,0,5,10,15,0
-20,-20,95,55,5,30,0
-35,-40,35,-30,35,-70,0
-95,-39,17,-52,4,-25,0
70,40,-10,10,25,15,0
25,2,-10,-15,14,10,0
33,-3,43,-9,0,11,0
46,48,24,17,6,49,0
-35,-27,0,-2,2,0,0
10,-25,65,10,75,10,0
-50,-105,0,15,30,-10,0
-30,-20,85,0,15,30,1
41,35,-9,-30,59,5,0
40,10,20,20,75,15,0
27,15,-10,10,45,-65,0
-30,-13,-56,-41,9,-6,0
-24,-25,10,20,57,-30,0
-2,108,-10,5,29,-20,0
-5,5,-35,-20,0,-15,0
15,30,5,25,15,10,1
18,37,37,30,58,46,0
-70,-41,-15,18,14,-45,0
35,5,65,40,90,15,0
-15,30,45,45,15,0,0
-37,-61,-107,-66,16,-46,0
65,31,65,88,83,54,1
-5,10,35,45,0,25,0
-5,30,95,40,105,10,0
10,20,65,55,5,95,0
22,-4,0,-3,57,34,0
15,-15,33,35,23,15,0
-20,-12,8,-11,27,-38,0
10,20,-15,5,25,5,0
30,80,-9,53,23,28,0
27,-4,-13,-49,48,-10,0
5,-65,35,25,34,45,0
6,-5,-5,-5,1,8,0
45,87,38,45,64,20,0
-35,-5,0,25,10,-15,0
-62,-104,-9,14,2,-55,0
80,50,90,50,55,50,1
-22,-17,13,33,5,35,0
20,7,40,25,23,5,0
20,0,-30,-40,30,-20,0
-5,26,-15,21,10,-53,0
48,10,63,70,41,35,0
55,-5,35,-5,60,35,0
41,-15,1,-15,14,35,0
0,-155,-20,-30,45,-40,0
42,10,72,30,89,44,1
-57,-48,-25,0,40,-18,0
50,40,50,25,50,30,1
10,35,107,50,85,5,0
-35,15,110,15,30,0,0
45,-46,-80,40,21,-20,0
10,30,-25,90,50,20,0
-112,-35,-17,-15,5,-36,0
25,-30,-55,-80,15,-35,1
65,10,25,0,11,9,1
50,50,15,30,40,-10,0
90,30,120,100,30,40,1
-17,-48,-45,-35,45,-30,0
1,22,31,52,54,15,0
-6,-8,-19,0,20,-7,0
65,45,-25,5,5,30,0
55,-15,0,-35,15,7,0
75,70,130,90,50,40,1
22,-27,52,28,83,25,0
55,50,35,-15,41,-37,0
140,60,20,-10,50,65,1
27,23,52,27,6,25,0
-35,-10,25,10,8,-20,0
-10,12,18,21,7,-13,0
-27,-80,-18,-60,40,20,0
10,20,105,30,26,34,1
15,5,-40,25,5,5,0
60,20,35,70,25,10,0
-30,10,20,20,30,0,0
20,40,-25,-10,20,-5,0
64,45,6,-5,24,6,0
68,60,-3,27,63,55,0
58,5,-13,-5,10,0,0
90,30,95,30,70,20,0
5,-25,-20,10,33,17,0
15,-45,5,-65,10,55,0
-38,4,-35,14,15,-50,0
20,-50,-60,-45,30,-40,0
95,116,46,-10,45,-142,1
-30,-40,5,-20,15,-15,0
40,5,-22,-5,14,-24,0
15,22,18,13,58,4,0
-7,5,-3,25,45,5,0
2,18,57,23,9,21,0
45,35,20,20,10,20,0
5,-15,-12,-25,61,-36,0
-35,51,30,54,29,11,1
110,-45,100,-100,50,-30,1
55,20,60,20,95,25,0
30,60,-5,-5,-60,55,0
-2,3,41,24,90,18,0
-30,-70,15,10,5,15,0
-22,27,-12,33,4,0,0
62,-10,-23,-50,21,25,0
14,11,9,1,18,-34,0
45,0,119,55,115,56,1
25,25,35,25,13,22,0
5,0,110,70,105,0,0
55,40,70,40,85,30,0
62,36,-18,30,12,23,0
10,20,10,20,15,-55,1
41,12,-37,-2,16,-22,0
-20,-72,-65,-67,4,-10,0
45,35,5,15,21,15,0
67,20,20,30,6,32,0
18,19,-15,9,35,30,1
35,-20,15,20,-25,20,0
60,30,69,50,7,35,0
15,20,75,45,30,35,1
-20,-25,-35,10,5,-10,0
30,16,-40,16,50,15,0
5,5,-120,-55,20,-15,0
-120,-10,-20,15,22,-42,0
80,-15,-55,-20,55,40,0
9,37,-16,12,2,-4,0
54,-3,-36,9,75,6,0
57,83,-3,-4,27,31,0
30,9,20,24,30,18,0
47,29,38,36,16,56,0
59,14,8,-9,37,31,0
-49,-5,20,35,25,37,0
20,-2,20,-2,60,30,1
-2,25,35,25,36,10,0
25,61,50,57,15,17,0
15,-60,65,-60,65,-5,1
28,5,35,74,52,21,1
-35,5,-30,25,30,-35,0
78,12,43,12,67,17,0
95,30,80,50,70,55,0
9,-50,-11,-40,41,-34,0
6,-2,13,11,44,47,0
-30,5,-10,60,20,-10,0
10,11,25,56,53,45,0
-10,-10,-15,-20,9,-24,0
-55,-85,35,50,15,0,0
-80,-50,-50,-30,50,-25,1
8,67,65,67,36,4,0
13,-59,40,-12,2,20,0
5,35,25,65,5,45,0
45,55,75,35,45,35,0
9,42,-12,-22,14,-22,0
15,35,60,20,0,40,1
73,-15,22,-35,10,5,0
10,-41,-40,-11,47,-35,0
-44,-82,4,-31,17,-44,0
40,45,30,-20,10,40,0
-13,1,64,21,41,10,0
45,35,20,5,25,0,0
30,-21,-20,30,26,-10,0
59,20,-75,5,-55,29,0
-82,-67,-35,-50,4,-61,0
60,40,0,0,55,35,0
125,100,85,60,70,10,0
28,-43,38,2,46,14,0
20,25,15,-15,25,15,0
-50,-25,-35,-30,30,-30,0
-10,-20,10,-10,5,-25,0
-28,22,40,10,6,0,0
62,5,43,40,41,16,0
20,-45,20,40,50,20,0
14,20,51,35,24,51,0
20,5,-5,-5,42,8,0
75,77,10,20,50,-15,0
45,50,45,80,-55,55,0
25,-10,-10,-10,41,23,0
-9,13,65,85,62,22,1
4,-17,-58,-34,-20,-12,0
32,57,43,62,18,35,0
50,0,110,80,70,40,1
7,68,52,65,25,-10,0
-5,25,-30,15,10,-10,0
35,0,73,35,110,42,0
-67,-42,-4,-57,20,-61,0
-15,0,43,53,29,-21,0
28,18,58,18,59,17,0
20,57,3,20,29,-15,0
-18,-9,29,27,42,15,0
25,35,-5,35,20,30,0
20,-70,20,-55,20,40,0
0,-80,0,-35,33,15,0
14,23,19,12,72,10,0
11,35,70,40,14,40,0
103,-40,83,-40,42,-20,1
-22,-25,-19,-34,19,-38,0
5,20,5,45,60,25,0
5,-45,-15,-35,35,10,0
44,25,65,25,8,60,0
51,18,20,28,27,25,0
-48,20,19,20,28,11,0
-40,-5,-5,-5,20,-5,0
-30,-19,5,-40,34,-20,0
25,7,0,2,18,10,0
-75,-60,27,-2,60,-15,0
25,25,5,25,25,-10,0
70,72,38,25,44,-5,0
30,65,-80,-58,-67,-20,0
80,55,45,65,15,35,1
30,0,10,45,35,50,0
26,20,14,25,21,9,0
-25,24,24,24,43,6,0
42,45,-3,25,51,16,0
-25,10,44,10,30,11,1
-10,-41,75,9,70,-48,0
-8,32,3,-17,6,-16,0
4,13,19,20,15,8,0
95,-55,-80,-30,80,-5,0
15,2,34,9,14,2,0
9,-9,-31,46,0,4,0
-25,-50,-55,-50,5,-65,0
5,50,60,50,25,55,1
-20,-10,-50,10,-5,-25,0
105,10,87,40,95,25,0
35,35,50,35,15,35,1
36,6,-26,-51,36,38,0
-60,20,15,70,25,-5,1
-38,20,8,40,35,-10,0
75,60,10,-25,-50,20,0
15,-58,-26,10,48,26,0
78,29,3,50,16,45,0
55,8,-10,33,-60,95,0
-70,-24,-10,-41,-89,-11,0
10,-45,-15,-5,5,25,0
15,5,-20,10,85,10,0
-82,-10,-28,0,2,-27,0
-5,18,-30,0,2,10,0
0,-15,-10,-20,30,5,0
72,52,2,22,21,15,0
39,69,-3,19,44,12,0
57,17,-17,-17,34,-34,0
85,35,75,10,46,49,1
20,0,5,10,10,-10,0
100,55,80,55,100,85,1
59,-18,21,30,63,40,0
50,76,95,40,30,38,0
20,23,23,-16,17,22,0
20,10,-25,30,-80,100,0
5,25,10,30,68,-25,0
65,-70,-5,65,30,60,1
-5,-18,-43,-48,0,-11,0
60,40,35,-5,15,-40,0
80,-45,15,-65,55,15,0
30,34,5,34,10,-90,0
19,18,19,10,10,8,0
37,52,23,35,45,10,0
79,40,48,36,29,54,0
-17,-1,5,-2,8,10,0
33,63,-9,-15,-38,14,0
-36,8,-1,15,20,-2,0
1,-29,44,39,106,38,0
40,30,-5,-5,-12,27,0
50,-50,67,-50,52,10,0
-65,-45,-10,20,15,-10,0
-30,-28,15,-28,6,-24,0
65,155,-12,47,15,35,1
6,14,-35,14,27,-10,0
41,20,19,30,11,9,0
54,-7,65,-7,12,-15,0
-10,-25,4,-11,16,26,0
35,-85,-45,-55,95,2,0
47,30,100,40,100,5,0
65,20,25,79,50,46,1
38,-7,-5,-5,34,-20,0
18,82,-27,17,7,52,0
20,-9,-45,-19,35,13,0
-39,-81,-11,-39,35,5,0
39,42,-2,38,4,39,0
55,-80,120,-80,50,-55,1
84,0,60,50,45,41,0
-20,-60,-64,-59,5,-70,0
55,-30,110,-30,-30,-45,0
-10,-35,25,5,0,15,0
140,-90,55,-130,70,50,0
95,54,50,44,30,52,0
30,35,20,5,68,17,0
25,-30,15,95,0,30,0
20,-57,2,0,31,25,0
15,-25,25,65,15,-15,1
-15,-5,5,50,60,15,0
58,19,33,28,43,9,0
21,64,-22,10,19,-3,0
65,35,15,55,65,30,0
11,-21,-9,-11,10,-10,0
34,40,117,65,7,34,0
15,-10,20,-30,15,-20,0
-10,90,-45,25,15,0,0
97,20,30,30,58,55,1
-14,5,26,46,20,59,0
65,25,30,5,50,5,0
-22,5,5,5,10,5,0
-75,-55,-85,-65,-40,-100,1
100,-35,155,-15,115,-25,1
59,15,0,25,-15,19,0
-55,-25,-5,-15,0,-32,0
-50,-14,-35,-24,5,-110,0
0,15,-5,15,35,-15,0
55,20,-40,20,30,20,0
-40,20,-25,-30,65,20,0
32,22,32,22,25,-20,1
-30,-20,-45,-25,15,-54,0
-25,-30,60,10,75,-10,0
-47,-49,38,6,9,-1,0
120,-10,100,-10,75,60,0
25,-100,10,0,50,25,1
-20,0,-20,0,10,-50,1
35,29,70,3,25,-2,0
0,10,40,80,35,5,0
-33,-51,-53,-51,37,-24,1
80,8,80,8,70,-20,1
27,-28,-30,-29,21,19,0
62,45,111,0,88,46,1
13,25,-24,2,19,17,0
50,145,55,5,15,10,0
-32,-13,25,5,20,0,0
-35,-90,-8,-43,7,-30,0
9,-25,12,-5,2,-1,0
8,-30,83,20,39,0,0
33,-32,3,18,16,20,0
8,20,100,30,72,25,0
95,79,125,59,65,63,1
21,0,10,30,57,-35,0
85,85,120,25,95,-30,1
-20,-29,-18,-27,1,-66,0
46,14,-76,-14,25,-15,1
-34,-30,31,0,40,-22,0
-10,35,39,5,-3,-24,0
-10,20,40,-10,10,-5,0
-45,3,30,35,-5,69,0
125,-22,138,-17,65,1,1
-25,-30,-10,-30,10,-10,0
74,-17,29,21,23,45,0
37,5,76,20,81,46,1
85,-75,110,-70,80,-40,1
-70,-70,70,-25,15,15,0
38,30,25,30,54,23,0
-17,-33,-13,-7,23,-38,0
-40,16,10,26,5,23,0
2,-62,55,10,15,15,0
10,5,0,10,29,2,0
-9,50,1,75,19,20,1
22,25,5,40,8,10,0
-20,30,-40,-55,10,-84,0
-55,-15,0,-15,15,-25,0
10,-41,-35,-11,0,0,1
-11,18,55,19,8,1,0
-12,-8,-13,-20,17,-6,0
-10,-22,85,45,50,45,0
-5,15,0,-20,25,-60,0
36,-25,-9,45,65,38,0
0,25,90,-5,15,-15,1
40,40,-35,-5,30,5,0
-50,-10,35,55,20,-30,0
100,55,5,-5,-65,15,0
28,30,38,30,52,27,0
8,43,33,43,36,30,0
25,5,10,-5,35,0,1
62,37,20,20,31,45,0
-5,0,-25,0,35,-15,0
30,45,44,65,7,60,0
30,55,0,-30,15,-15,0
10,10,5,15,14,1,0
51,-5,101,35,74,20,1
70,145,10,35,-47,37,1
45,-25,35,-25,30,18,0
-15,-60,0,-65,0,-10,0
20,-70,-10,-5,30,10,0
20,11,0,11,50,28,0
4,-95,-8,-87,6,17,0
-25,-15,-16,-10,2,-5,0
-6,31,-46,16,-80,-26,0
7,-12,-45,-35,55,-4,0
35,84,35,17,93,22,1
35,55,90,65,54,-1,0
35,39,-40,60,1,15,0
65,90,3,82,10,0,0
28,-25,-22,-25,16,-6,0
-50,-50,15,55,5,-10,0
50,75,-10,85,50,-65,0
40,-50,10,-120,45,-5,1
23,-172,23,-172,28,170,0
-45,-35,0,15,20,-10,0
32,8,7,3,13,-7,0
100,30,55,60,35,25,0
0,20,50,30,10,35,0
-18,-53,34,17,13,53,0
75,20,120,60,130,20,0
80,88,60,18,44,26,1
-50,-63,-50,-63,-34,-59,0
-5,1,43,5,7,-3,0
-43,-45,-25,-40,12,-9,0
-29,-51,9,-54,15,5,0
3,15,-3,10,7,12,0
36,-40,16,-45,79,25,0
-42,-17,25,3,15,9,0
-45,10,-45,-50,31,-1,1
85,62,20,67,-42,25,0
62,28,8,20,22,9,0
20,40,10,10,10,10,0
-40,-35,0,-15,12,-32,0
-5,-5,-10,0,26,-10,0
55,-10,85,45,85,30,0
22,12,-23,20,8,16,0
-55,-10,-105,-65,-15,-25,1
-20,-6,-40,4,35,-15,0
41,64,44,24,36,7,0
45,25,26,21,69,6,0
9,-44,59,26,73,21,0
5,30,-28,32,15,21,0
15,25,10,25,25,15,0
60,50,-80,-25,-81,32,0
-21,-15,4,10,40,-28,0
5,0,-60,0,10,-45,1
48,40,-9,3,37,11,0
55,40,45,25,-45,20,0
50,-53,72,0,60,26,1
-17,10,32,-10,22,-53,0
75,65,20,65,-10,30,0
-15,-60,-60,-30,45,-35,0
10,-40,80,-55,15,15,0
25,-40,-64,-24,25,15,0
-5,-115,-30,-120,-40,-15,0
29,-17,-11,-27,7,9,0
-65,-51,-20,10,30,-13,0
25,19,30,-58,43,-4,1
40,50,95,35,20,60,0
68,-38,-80,0,60,-15,0
22,17,68,43,56,-16,0
35,-5,5,20,10,-10,0
25,-30,65,15,50,30,0
-25,-20,-20,10,0,-5,0
13,-38,-7,-28,0,10,0
25,76,10,76,20,58,0
8,25,28,35,1,-7,0
42,12,24,36,-30,22,0
-72,-87,-9,-24,15,-30,0
62,-23,-5,20,50,46,0
30,75,55,80,29,60,1
36,46,46,16,75,46,0
-33,-15,-23,-25,16,-40,1
59,25,70,75,46,45,0
-14,-157,16,-22,18,9,0
-4,57,16,62,3,-49,0
60,80,28,33,14,35,0
55,55,-15,-55,-40,15,0
-40,-15,15,65,35,-30,0
65,-55,10,0,60,5,1
40,60,25,5,-50,20,0
-15,-120,15,30,40,15,0
27,-32,-31,-44,32,28,0
40,-30,-45,-40,18,2,0
-70,-50,-45,-45,0,-60,0
-23,-33,32,17,1,-5,0
40,-25,-60,-15,15,-20,0
50,-10,15,15,25,80,0
30,61,21,27,2,20,0
-13,3,40,20,50,20,0
70,80,20,-5,40,30,0
-12,-63,6,-63,16,-53,0
0,70,0,25,5,0,0
35,15,55,30,10,40,1
-25,26,30,36,57,8,0
33,-15,-7,10,27,30,0
30,34,-5,65,16,0,0
-43,-35,-20,-45,10,9,0
78,33,125,105,25,39,1
30,30,30,20,10,20,0
3,24,20,34,6,0,0
30,-31,30,-6,60,-43,0
-20,15,-115,-40,10,0,0
-20,9,-57,-44,3,-25,0
-15,-30,35,0,5,25,0
47,38,45,-15,35,-61,0
-15,-52,27,20,24,21,0
-2,13,51,31,12,80,0
-14,-10,-32,-28,10,-37,0
78,23,95,25,30,24,1
70,5,35,-30,31,-1,1
13,83,43,15,-43,29,0
20,-45,20,-5,70,15,0
45,10,65,10,15,20,0
39,67,24,14,20,12,0
15,-13,-20,-13,36,-4,0
35,-7,-9,-16,7,4,0
-14,18,61,41,15,4,0
34,20,81,30,39,41,1
5,-5,-10,55,65,5,0
-65,-20,-50,35,45,-15,0
42,-3,-27,33,41,-43,0
50,0,0,-100,50,20,1
-62,-4,13,1,54,-21,0
30,25,65,65,40,15,0
7,-95,27,-95,54,7,0
0,-22,45,13,30,10,0
-24,25,14,25,6,53,0
52,22,48,13,6,-6,0
-16,-3,-21,7,42,-49,0
25,-8,0,10,13,5,0
110,9,76,14,57,34,0
-8,-10,-33,-75,54,-28,0
62,18,62,28,32,64,0
45,-8,30,-8,66,-10,0
6,-10,46,-5,19,30,0
-35,-10,80,50,15,20,0
14,-47,52,17,-44,52,0
0,-10,10,15,40,-30,0
5,-67,-23,0,31,-10,0
6,3,6,13,13,44,0
45,33,55,33,20,25,0
-35,30,-55,-50,21,9,1
-10,45,50,75,-10,5,0
-8,20,-6,15,18,6,0
45,65,35,50,80,15,0
60,30,50,25,45,80,0
23,-38,53,-34,72,34,0
0,50,-15,25,15,35,0
-65,-13,15,-60,3,-15,0
17,-120,15,-30,42,15,1
42,50,38,-30,35,-185,0
-50,-25,15,35,30,-8,0
-15,-13,29,-26,9,-18,0
55,15,52,8,20,28,0
35,30,33,-33,26,15,1
-9,-35,-56,-37,49,-13,1
-55,-35,-20,-20,10,-40,0
35,65,100,45,30,45,1
40,51,10,38,25,22,0
-45,-102,17,8,17,7,0
-12,-6,8,-6,21,-6,0
45,35,35,10,30,30,1
65,5,105,15,60,70,1
45,8,-5,65,27,0,0
16,70,50,20,25,6,0
-29,-28,0,-25,27,-35,0
55,-130,55,0,75,-5,0
-7,17,22,3,3,-28,0
-29,-47,-4,16,44,-5,0
-27,25,-93,25,20,40,0
45,15,65,10,60,0,1
74,30,75,15,46,41,1
12,-30,33,-20,18,20,0
55,20,-12,2,47,23,0
55,75,25,25,45,30,0
-20,0,60,160,20,30,1
-51,-114,0,9,13,-36,0
35,-20,30,18,65,35,0
60,27,35,57,60,30,0
-5,-20,-10,-10,60,-15,0
56,-15,-24,5,68,50,0
-7,2,132,53,98,-8,0
45,55,37,55,55,45,0
90,60,15,45,-50,50,0
25,-6,25,9,10,27,0
-5,20,50,15,10,10,0
25,25,25,25,35,45,1
-90,15,80,15,7,28,0
80,25,100,60,15,40,1
72,42,72,42,157,-45,1
-8,8,17,22,11,10,0
-40,-15,-4,-24,45,-25,0
55,-20,50,50,65,34,0
35,-55,25,5,90,20,0
5,-5,20,5,0,0,0
35,-80,95,35,60,25,1
-30,-115,-30,10,0,20,0
-49,-68,-10,-58,30,-40,0
-10,-5,5,5,10,-40,0
35,10,25,15,81,19,1
0,15,5,15,20,-10,0
-5,-15,25,15,-80,5,0
25,25,40,50,20,40,0
119,62,59,39,52,55,0
37,10,-10,-10,47,-19,0
0,-25,-5,-5,35,-10,0
-5,-45,-15,0,5,20,0
33,-5,-38,-15,30,25,0
25,-10,110,50,45,60,1
-27,-7,-48,-23,4,1,0
-18,-30,15,-11,39,35,0
-31,-16,15,30,10,2,0
0,35,0,-5,37,15,0
-15,-5,-47,-50,11,-56,0
-10,20,60,15,40,0,0
-35,-20,50,-20,15,-20,0
27,20,50,21,72,16,0
80,10,115,10,90,10,1
80,0,60,65,55,65,1
-85,5,-5,0,15,15,0
35,70,10,80,-25,-25,0
30,-30,-15,-10,-105,60,0
-20,-81,-70,-46,10,20,0
77,-6,36,3,56,3,0
-15,20,-10,-5,18,15,0
49,46,69,26,13,66,0
36,25,-15,15,27,15,0
5,61,95,71,2,56,1
22,35,59,33,19,18,0
16,-18,-8,-20,10,-20,0
-3,-5,32,5,30,30,0
93,30,133,50,29,85,1
0,-50,-5,-60,15,-40,0
50,-30,70,60,60,50,1
44,25,30,45,20,14,0
20,10,45,55,45,70,0
35,-20,25,35,80,30,0
33,39,40,47,34,2,0
65,45,5,45,59,26,0
-25,-40,-65,-55,10,-25,0
-42,-122,-97,-22,3,95,0
10,30,85,30,81,33,0
35,-65,-20,35,45,5,0
-26,12,-16,2,2,-10,0
-24,-25,41,5,69,28,0
50,45,50,55,50,10,0
0,0,0,0,0,0,1
-60,45,-135,65,-25,20,1
20,5,-15,-35,31,8,0
0,40,-30,-15,15,-20,0
-70,-45,-25,-45,30,-35,0
80,-100,65,15,35,30,0
-25,-50,25,50,0,0,1
